Device name,Managed by,Ownership,Compliance,OS,OS version,Primary user UPN,Primary user display name,IP Address,MAC Address,Last check-in,Serial number,Manufacturer,Model,Intune Device ID,Category,Encrypted
HGV-PC-191,MDM,Corporate,Compliant,Windows,10.0.26100.1742,peter.mensah@example-care.org,Peter Mensah,10.27.10.167,30:f6:04:a7:91:7b,2026-08-22T07:42:17Z,D32P971191,Dell Inc.,OptiPlex 7010,a001191-3f2b-4c1d-9e8a-000000008337,Staff device,Yes
BL-PC-192,MDM,Corporate,Compliant,Windows,10.0.26100.1742,leah.ahmed@example-care.org,Leah Ahmed,10.21.10.24,30:f6:04:a8:98:88,2026-08-20T13:42:17Z,L4KWDE1192,Microsoft Corporation,Surface Laptop 5,a001192-3f2b-4c1d-9e8a-000000008344,Staff device,Yes
AH-PC-193,MDM,Corporate,Compliant,Windows,10.0.26100.1742,rachel.sinclair@example-care.org,Rachel Sinclair,10.20.10.119,30:f6:04:a9:9f:95,2026-08-20T01:42:17Z,D3TN1X1193,Dell Inc.,Latitude 3540,a001193-3f2b-4c1d-9e8a-000000008351,Staff device,Yes
JC-PC-194,MDM,Corporate,Compliant,Windows,10.0.26100.1742,grace.doyle@example-care.org,Grace Doyle,10.29.10.29,30:f6:04:aa:a6:a2,2026-08-22T03:42:17Z,D1EDEZ1194,Dell Inc.,Latitude 3540,a001194-3f2b-4c1d-9e8a-000000008358,Staff device,Yes
F-PC-195,MDM,Corporate,Compliant,Windows,10.0.26100.1742,grace.walsh@example-care.org,Grace Walsh,10.25.10.61,30:f6:04:ab:ad:af,2026-08-23T11:42:17Z,L1CCZO1195,LENOVO,ThinkPad L14 Gen 4,a001195-3f2b-4c1d-9e8a-000000008365,Staff device,Yes
HO-PC-196,MDM,Corporate,Noncompliant,Windows,10.0.26100.1742,ibrahim.marsh@example-care.org,Ibrahim Marsh,192.168.0.229,30:f6:04:ac:b4:bc,2026-08-25T05:42:17Z,D1BAO91196,Dell Inc.,Latitude 5440,a001196-3f2b-4c1d-9e8a-000000008372,Staff device,No
AH-PC-197,MDM,Corporate,Noncompliant,Windows,10.0.26100.1742,peter.osemwegie@example-care.org,Peter Osemwegie,10.20.10.100,30:f6:04:ad:bb:c9,2026-08-21T20:42:17Z,DSWVH1197,Dell Inc.,OptiPlex 7010,a001197-3f2b-4c1d-9e8a-000000008379,Staff device,No
IH-PC-198,MDM,Corporate,Noncompliant,Windows,10.0.26100.1742,leah.ahmed@example-care.org,Leah Ahmed,10.28.10.228,30:f6:04:ae:c2:d6,2026-08-30T07:42:17Z,H5L36L1198,HP,ProDesk 400 G9,a001198-3f2b-4c1d-9e8a-000000008386,Staff device,No
DM-PC-199,MDM,Corporate,Noncompliant,Windows,10.0.26100.1742,grace.walsh@example-care.org,Grace Walsh,10.23.10.103,30:f6:04:af:c9:e3,2026-08-31T15:42:17Z,L5QVZW1199,LENOVO,ThinkPad L14 Gen 4,a001199-3f2b-4c1d-9e8a-000000008393,Staff device,No
DM-PC-200,MDM,Corporate,Noncompliant,Windows,10.0.26100.1742,daniel.frost@example-care.org,Daniel Frost,10.23.10.176,30:f6:04:b0:d0:f0,2026-08-20T08:42:17Z,L2BHBN1200,LENOVO,ThinkPad L14 Gen 4,a001200-3f2b-4c1d-9e8a-000000008400,Staff device,No
CC-PC-201,MDM,Corporate,Compliant,Windows,10.0.26100.1742,callum.walsh@example-care.org,Callum Walsh,10.22.10.144,30:f6:04:b1:d7:fd,2026-08-28T20:42:17Z,D5O21U1201,Dell Inc.,Latitude 3540,a001201-3f2b-4c1d-9e8a-000000008407,Staff device,Yes
KL-PC-202,MDM,Corporate,Compliant,Windows,10.0.26100.1742,bartholomew.okafor@example-care.org,Bartholomew Okafor,192.168.8.94,30:f6:04:b2:de:0a,2026-09-01T05:42:17Z,L3WXVF1202,Microsoft Corporation,Surface Laptop 5,a001202-3f2b-4c1d-9e8a-000000008414,Staff device,Yes
F-PC-203,MDM,Corporate,Compliant,Windows,10.0.26100.1742,emma.featherstonehaugh@example-care.org,Emma Featherstonehaugh,10.25.10.210,30:f6:04:b3:e5:17,2026-08-24T09:42:17Z,D1YVEJ1203,Dell Inc.,Latitude 5440,a001203-3f2b-4c1d-9e8a-000000008421,Staff device,Yes
AH-PC-204,MDM,Corporate,Compliant,Windows,10.0.26100.1742,emma.featherstonehaugh@example-care.org,Emma Featherstonehaugh,10.20.10.96,30:f6:04:b4:ec:24,2026-08-23T08:42:17Z,D37LJ71204,Dell Inc.,Latitude 5440,a001204-3f2b-4c1d-9e8a-000000008428,Staff device,Yes
KL-PC-205,MDM,Corporate,Compliant,Windows,10.0.26100.1742,grace.doyle@example-care.org,Grace Doyle,192.168.8.78,30:f6:04:b5:f3:31,2026-08-23T03:42:17Z,H24I4L1205,HP,ProDesk 400 G9,a001205-3f2b-4c1d-9e8a-000000008435,Staff device,Yes
CC-PC-206,MDM,Corporate,Compliant,Windows,10.0.26100.1742,peter.walsh@example-care.org,Peter Walsh,10.22.10.24,30:f6:04:b6:fa:3e,2026-09-01T08:42:17Z,D38BYK1206,Dell Inc.,Latitude 5440,a001206-3f2b-4c1d-9e8a-000000008442,Staff device,Yes
DM-PC-207,MDM,Corporate,Compliant,Windows,10.0.26100.1742,james.adeyemi@example-care.org,James Adeyemi,10.23.10.103,30:f6:04:b7:01:4b,2026-08-30T14:42:17Z,L5NYZY1207,Microsoft Corporation,Surface Laptop 5,a001207-3f2b-4c1d-9e8a-000000008449,Staff device,Yes
HO-PC-208,MDM,Corporate,Compliant,Windows,10.0.26100.1742,sarah.thompson@example-care.org,Sarah Thompson,192.168.8.214,30:f6:04:b8:08:58,2026-08-21T02:42:17Z,H1ZMX41208,HP,ProDesk 400 G9,a001208-3f2b-4c1d-9e8a-000000008456,Staff device,Yes
DM-PC-209,MDM,Corporate,Compliant,Windows,10.0.26100.1742,callum.frost@example-care.org,Callum Frost,10.23.10.208,30:f6:04:b9:0f:65,2026-08-22T16:42:17Z,L5HO811209,Microsoft Corporation,Surface Laptop 5,a001209-3f2b-4c1d-9e8a-000000008463,Staff device,Yes
G-PC-210,MDM,Corporate,Compliant,Windows,10.0.26100.1742,callum.walsh@example-care.org,Callum Walsh,10.26.10.139,30:f6:04:ba:16:72,2026-09-01T18:42:17Z,L50R9R1210,LENOVO,ThinkPad L14 Gen 4,a001210-3f2b-4c1d-9e8a-000000008470,Staff device,Yes
CC-PC-211,MDM,Corporate,Compliant,Windows,10.0.26100.1742,sarah.kaur@example-care.org,Sarah Kaur,10.22.10.124,30:f6:04:bb:1d:7f,2026-08-23T07:42:17Z,D52T7P1211,Dell Inc.,OptiPlex 7010,a001211-3f2b-4c1d-9e8a-000000008477,Staff device,Yes
F-PC-212,MDM,Corporate,Compliant,Windows,10.0.26100.1742,michael.mensah@example-care.org,Michael Mensah,10.25.10.209,30:f6:04:bc:24:8c,2026-08-31T15:42:17Z,L2XJTP1212,LENOVO,ThinkPad L14 Gen 4,a001212-3f2b-4c1d-9e8a-000000008484,Staff device,Yes
IH-PC-213,MDM,Corporate,Compliant,Windows,10.0.26100.1742,ibrahim.marsh@example-care.org,Ibrahim Marsh,10.20.10.131,30:f6:04:bd:2b:99,2026-08-22T13:42:17Z,L111CV1213,Microsoft Corporation,Surface Laptop 5,a001213-3f2b-4c1d-9e8a-000000008491,Staff device,Yes
IH-PC-214,MDM,Corporate,Compliant,Windows,10.0.26100.1742,christopher.thompson@example-care.org,Christopher Thompson,10.25.10.29,30:f6:04:be:32:a6,2026-08-26T09:42:17Z,L27OEN1214,Microsoft Corporation,Surface Laptop 5,a001214-3f2b-4c1d-9e8a-000000008498,Staff device,Yes
CC-PC-215,MDM,Corporate,Compliant,Windows,10.0.26100.1742,daniel.sinclair@example-care.org,Daniel Sinclair,10.26.10.137,30:f6:04:bf:39:b3,2026-08-31T05:42:17Z,H1570B1215,HP,EliteBook 640 G10,a001215-3f2b-4c1d-9e8a-000000008505,Staff device,Yes
DM-PC-216,MDM,Corporate,Compliant,Windows,10.0.26100.1742,marcus.marsh@example-care.org,Marcus Marsh,10.28.10.181,30:f6:04:c0:40:c0,2026-08-29T18:42:17Z,H2WPMI1216,HP,ProDesk 400 G9,a001216-3f2b-4c1d-9e8a-000000008512,Staff device,Yes
CC-PC-217,MDM,Corporate,Compliant,Windows,10.0.26100.1742,liam.mensah@example-care.org,Liam Mensah,10.29.10.69,30:f6:04:c1:47:cd,2026-08-20T02:42:17Z,D2ZL701217,Dell Inc.,Latitude 3540,a001217-3f2b-4c1d-9e8a-000000008519,Staff device,Yes
EH-PC-218,MDM,Corporate,Compliant,Windows,10.0.26100.1742,christopher.thompson@example-care.org,Christopher Thompson,10.25.10.228,30:f6:04:c2:4e:da,2026-08-24T20:42:17Z,H5GLST1218,HP,ProDesk 400 G9,a001218-3f2b-4c1d-9e8a-000000008526,Staff device,Yes
G-PC-219,MDM,Corporate,Compliant,Windows,10.0.26100.1742,ibrahim.marsh@example-care.org,Ibrahim Marsh,10.21.10.187,30:f6:04:c3:55:e7,2026-08-21T19:42:17Z,H1R7BI1219,HP,EliteBook 640 G10,a001219-3f2b-4c1d-9e8a-000000008533,Staff device,Yes
IH-PC-220,MDM,Corporate,Compliant,Windows,10.0.26100.1742,christopher.thompson@example-care.org,Christopher Thompson,10.21.10.77,30:f6:04:c4:5c:f4,2026-08-27T13:42:17Z,H42R7T1220,HP,ProDesk 400 G9,a001220-3f2b-4c1d-9e8a-000000008540,Staff device,Yes
DM-PC-221,MDM,Corporate,Compliant,Windows,10.0.26100.1742,daniel.frost@example-care.org,Daniel Frost,10.28.10.176,30:f6:04:c5:63:01,2026-08-20T20:42:17Z,L518WU1221,LENOVO,ThinkPad L14 Gen 4,a001221-3f2b-4c1d-9e8a-000000008547,Staff device,Yes
KL-PC-222,MDM,Corporate,Compliant,Windows,10.0.26100.1742,david.ellis@example-care.org,David Ellis,192.168.50.166,30:f6:04:c6:6a:0e,2026-08-26T04:42:17Z,H3HUWG1222,HP,ProDesk 400 G9,a001222-3f2b-4c1d-9e8a-000000008554,Staff device,Yes
CC-PC-223,MDM,Corporate,Compliant,Windows,10.0.26100.1742,grace.doyle@example-care.org,Grace Doyle,192.168.50.218,30:f6:04:c7:71:1b,2026-08-24T13:42:17Z,H3LI3K1223,HP,EliteBook 640 G10,a001223-3f2b-4c1d-9e8a-000000008561,Staff device,Yes
HGV-PC-224,MDM,Corporate,Compliant,Windows,10.0.26100.1742,callum.frost@example-care.org,Callum Frost,192.168.50.103,30:f6:04:c8:78:28,2026-08-31T09:42:17Z,D278DN1224,Dell Inc.,OptiPlex 7010,a001224-3f2b-4c1d-9e8a-000000008568,Staff device,Yes
BL-PC-225,MDM,Corporate,Compliant,Windows,10.0.26100.1742,grace.doyle@example-care.org,Grace Doyle,192.168.50.31,30:f6:04:c9:7f:35,2026-08-25T18:42:17Z,D1Y3GE1225,Dell Inc.,Latitude 5440,a001225-3f2b-4c1d-9e8a-000000008575,Staff device,Yes
BL-PC-226,MDM,Corporate,Compliant,Windows,10.0.26100.1742,hannah.osemwegie@example-care.org,Hannah Osemwegie,192.168.0.64,30:f6:04:ca:86:42,2026-08-26T05:42:17Z,D4RQK51226,Dell Inc.,Latitude 5440,a001226-3f2b-4c1d-9e8a-000000008582,Staff device,Yes
F-PC-227,MDM,Corporate,Compliant,Windows,10.0.26100.1742,christopher.ahmed@example-care.org,Christopher Ahmed,192.168.1.193,30:f6:04:cb:8d:4f,2026-08-28T05:42:17Z,L35I5B1227,LENOVO,ThinkPad L14 Gen 4,a001227-3f2b-4c1d-9e8a-000000008589,Staff device,Yes
JC-PC-228,MDM,Corporate,Compliant,Windows,10.0.26100.1742,fatima.chapman@example-care.org,Fatima Chapman,192.168.0.214,30:f6:04:cc:94:5c,2026-09-01T02:42:17Z,D5QFSG1228,Dell Inc.,OptiPlex 7010,a001228-3f2b-4c1d-9e8a-000000008596,Staff device,Yes
JC-PC-229,MDM,Corporate,Compliant,Windows,10.0.26100.1742,tomasz.doyle@example-care.org,Tomasz Doyle,192.168.50.211,30:f6:04:cd:9b:69,2026-08-21T09:42:17Z,L4LZWY1229,LENOVO,ThinkPad L14 Gen 4,a001229-3f2b-4c1d-9e8a-000000008603,Staff device,Yes
G-PC-230,MDM,Corporate,Compliant,Windows,10.0.26100.1742,tomasz.mensah@example-care.org,Tomasz Mensah,192.168.1.66,30:f6:04:ce:a2:76,2026-08-22T17:42:17Z,H2PM761230,HP,ProDesk 400 G9,a001230-3f2b-4c1d-9e8a-000000008610,Staff device,Yes
G-PC-231,MDM,Corporate,Compliant,Windows,10.0.26100.1742,michael.robinson@example-care.org,Michael Robinson,192.168.1.100,30:f6:04:cf:a9:83,2026-09-01T20:42:17Z,L3FQLX1231,Microsoft Corporation,Surface Laptop 5,a001231-3f2b-4c1d-9e8a-000000008617,Staff device,Yes
HO-PC-232,MDM,Corporate,Compliant,Windows,10.0.26100.1742,marcus.abernathy@example-care.org,Marcus Abernathy,192.168.1.171,30:f6:04:d0:b0:90,2026-08-24T04:42:17Z,H2SZYX1232,HP,EliteBook 640 G10,a001232-3f2b-4c1d-9e8a-000000008624,Staff device,Yes
HGV-PC-233,MDM,Corporate,Compliant,Windows,10.0.26100.1742,tomasz.doyle@example-care.org,Tomasz Doyle,192.168.1.215,30:f6:04:d1:b7:9d,2026-08-20T05:42:17Z,H4OF5Z1233,HP,EliteBook 640 G10,a001233-3f2b-4c1d-9e8a-000000008631,Staff device,Yes
G-PC-234,MDM,Corporate,Compliant,Windows,10.0.26100.1742,callum.walsh@example-care.org,Callum Walsh,10.26.10.32,30:f6:04:d2:be:aa,2026-08-26T07:42:17Z,L1PYA51234,Microsoft Corporation,Surface Laptop 5,a001234-3f2b-4c1d-9e8a-000000008638,Staff device,Yes
JC-PC-235,MDM,Corporate,Compliant,Windows,10.0.26100.1742,fatima.thompson@example-care.org,Fatima Thompson,10.29.10.192,30:f6:04:d3:c5:b7,2026-08-25T10:42:17Z,D1SG5O1235,Dell Inc.,Latitude 5440,a001235-3f2b-4c1d-9e8a-000000008645,Staff device,Yes
CC-PC-236,MDM,Corporate,Compliant,Windows,10.0.26100.1742,peter.walsh@example-care.org,Peter Walsh,10.22.10.67,30:f6:04:d4:cc:c4,2026-08-25T20:42:17Z,L5GXQU1236,LENOVO,ThinkPad L14 Gen 4,a001236-3f2b-4c1d-9e8a-000000008652,Staff device,Yes
EH-PC-237,MDM,Corporate,Compliant,Windows,10.0.26100.1742,fatima.thompson@example-care.org,Fatima Thompson,10.24.10.102,30:f6:04:d5:d3:d1,2026-08-27T03:42:17Z,L57WY31237,Microsoft Corporation,Surface Laptop 5,a001237-3f2b-4c1d-9e8a-000000008659,Staff device,Yes
JC-PC-238,MDM,Corporate,Compliant,Windows,10.0.26100.1742,rachel.sinclair@example-care.org,Rachel Sinclair,10.29.10.37,30:f6:04:d6:da:de,2026-08-28T15:42:17Z,H1Q44K1238,HP,EliteBook 640 G10,a001238-3f2b-4c1d-9e8a-000000008666,Staff device,Yes
DM-PC-239,MDM,Corporate,Compliant,Windows,10.0.26100.1742,hannah.doyle@example-care.org,Hannah Doyle,10.23.10.46,30:f6:04:d7:e1:eb,2026-08-31T03:42:17Z,D3TE1M1239,Dell Inc.,Latitude 5440,a001239-3f2b-4c1d-9e8a-000000008673,Staff device,Yes
G-PC-240,MDM,Corporate,Compliant,Windows,10.0.26100.1742,marcus.marsh@example-care.org,Marcus Marsh,10.26.10.240,30:f6:04:d8:e8:f8,2026-08-31T01:42:17Z,D32TW21240,Dell Inc.,Latitude 3540,a001240-3f2b-4c1d-9e8a-000000008680,Staff device,Yes
DM-PC-241,MDM,Corporate,Compliant,Windows,10.0.26100.1742,tomasz.mensah@example-care.org,Tomasz Mensah,10.23.10.156,30:f6:04:d9:ef:05,2026-08-31T03:42:17Z,H5OS3P1241,HP,ProDesk 400 G9,a001241-3f2b-4c1d-9e8a-000000008687,Staff device,Yes
G-PC-242,MDM,Corporate,Compliant,Windows,10.0.26100.1742,bartholomew.mensah@example-care.org,Bartholomew Mensah,10.26.10.32,30:f6:04:da:f6:12,2026-08-31T17:42:17Z,D5D20V1242,Dell Inc.,OptiPlex 7010,a001242-3f2b-4c1d-9e8a-000000008694,Staff device,Yes
AH-PC-243,MDM,Corporate,Compliant,Windows,10.0.26100.1742,christopher.adeyemi@example-care.org,Christopher Adeyemi,,30:f6:04:db:fd:1f,2026-08-21T11:42:17Z,L3GZ7U1243,LENOVO,ThinkPad L14 Gen 4,a001243-3f2b-4c1d-9e8a-000000008701,Staff device,Yes
BL-PC-244,MDM,Corporate,Compliant,Windows,10.0.26100.1742,zoe.hughes@example-care.org,Zoe Hughes,,30:f6:04:dc:04:2c,2026-08-30T01:42:17Z,D3HZR51244,Dell Inc.,Latitude 3540,a001244-3f2b-4c1d-9e8a-000000008708,Staff device,Yes
JC-PC-245,MDM,Corporate,Compliant,Windows,10.0.26100.1742,peter.walsh@example-care.org,Peter Walsh,,30:f6:04:dd:0b:39,2026-08-28T12:42:17Z,H5B1J61245,HP,ProDesk 400 G9,a001245-3f2b-4c1d-9e8a-000000008715,Staff device,Yes
DM-PC-246,MDM,Corporate,Compliant,Windows,10.0.26100.1742,michael.robinson@example-care.org,Michael Robinson,,30:f6:04:de:12:46,2026-08-28T20:42:17Z,DRAXI1246,Dell Inc.,OptiPlex 7010,a001246-3f2b-4c1d-9e8a-000000008722,Staff device,Yes
AH-PC-247,MDM,Corporate,Compliant,Windows,10.0.26100.1742,hannah.patel@example-care.org,Hannah Patel,,30:f6:04:df:19:53,2026-08-22T04:42:17Z,H2Q4701247,HP,ProDesk 400 G9,a001247-3f2b-4c1d-9e8a-000000008729,Staff device,Yes
HO-PC-248,MDM,Corporate,Compliant,Windows,10.0.26100.1742,tomasz.mensah@example-care.org,Tomasz Mensah,,30:f6:04:e0:20:60,2026-09-01T20:42:17Z,D4UNDM1248,Dell Inc.,Latitude 3540,a001248-3f2b-4c1d-9e8a-000000008736,Staff device,Yes
